,,,,,,,,,,,,
DANH SÁCH BỆNH THEO DANH MỤC ICD,,,,,,,,,,,,
Ngày 19 tháng 08 năm 2021,,,,,,,,,,,,
,,,,,,,,,,,,
STT,Mã,Tên bệnh ,Nhóm bệnh,Mãn tính,Bệnh của,Thường gập,Bệnh năm,Không BH,Ngoài DS,Chuyên khoa,Mô tả,Hiệu lực
28998,R95,Hội chứng đột tử trẻ em,Nguyên nhân tử vong không xác định,,,,,,,,,Có
28999,R95.0,Hội chứng đột tử trẻ em có đề cập đến khám nghiệm tử thi,Nguyên nhân tử vong không xác định,,,,,,,,,Có
29000,R95.9,Hội chứng đột tử trẻ em không đề cập đến khám nghiệm tử thi,Nguyên nhân tử vong không xác định,,,,,,,,,Có
29001,R96,Đột tử khác không rõ nguyên nhân,Nguyên nhân tử vong không xác định,,,,,,,,,Có
29002,R96.0,Đột tử,Nguyên nhân tử vong không xác định,,,,,,,,,Có
29003,R96.1,"Tử vong dưới 24 giờ sau khi khởi phát các triệu chứng, không có cách giải thích",Nguyên nhân tử vong không xác định,,,,,,,,,Có
29004,R98,Tử vong không ai biết,Nguyên nhân tử vong không xác định,,,,,,,,,Có
29005,R99,Nguyên nhân tử vong không xác định khác và bệnh xác định không đặc hiệu khác,Nguyên nhân tử vong không xác định,,,,,,,,,Có
29006,S00,Tổn thương nông ở đầu,Tổn thương ở đầu,,,,,,,,,Có
29007,S00.0,Tổn thương nông của da đầu,Tổn thương ở đầu,,,,,,,,,Có
29008,S00.1,Đụng dập mi mắt và vùng quanh ổ mắt,Tổn thương ở đầu,,,,,,,,,Có
29009,S00.2,Tổn thương nông khác của mi mắt và vùng quanh ổ mắt,Tổn thương ở đầu,,,,,,,,,Có
29010,S00.3,Tổn thương nông của mũi,Tổn thương ở đầu,,,,,,,,,Có
29011,S00.4,Tổn thương nông của tai,Tổn thương ở đầu,,,,,,,,,Có
29012,S00.5,Tổn thương nông của môi và khoang miệng,Tổn thương ở đầu,,,,,,,,,Có
29013,S00.7,Tổn thương nông và nhiều ở đầu,Tổn thương ở đầu,,,,,,,,,Có
29014,S00.8,Tổn thương của các phần khác của đầu,Tổn thương ở đầu,,,,,,,,,Có
29015,S00.9,"Tổn thương nông ở đầu, phần không xác định",Tổn thương ở đầu,,,,,,,,,Có
29016,S01,Vết thương hở ở đầu,Tổn thương ở đầu,,,,,,,,,Có
29017,S01.0,Vết thương hở của da đầu,Tổn thương ở đầu,,,,,,,,,Có
29018,S01.1,Vết thương hở của mi mắt và vùng quanh mắt,Tổn thương ở đầu,,,,,,,,,Có
29019,S01.2,Vết thương hở của mũi,Tổn thương ở đầu,,,,,,,,,Có
29020,S01.3,Vết thương hở của tai,Tổn thương ở đầu,,,,,,,,,Có
29021,S01.4,Vết thương hở của má và vùng thái dương - xương hàm dưới,Tổn thương ở đầu,,,,,,,,,Có
29022,S01.5,Vết thương của môi và khoang miệng,Tổn thương ở đầu,,,,,,,,,Có
29023,S01.7,Nhiều vết thương hở của đầu,Tổn thương ở đầu,,,,,,,,,Có
29024,S01.8,Vết thương hở của các phần khác của đầu,Tổn thương ở đầu,,,,,,,,,Có
29025,S01.9,"Vết thương hở của đầu, phần không xác định",Tổn thương ở đầu,,,,,,,,,Có
29026,S02,Vỡ xương sọ và xương mặt,Tổn thương ở đầu,,,,,,,,,Có
29027,S02.0,Vỡ vòm sọ,Tổn thương ở đầu,,,,,,,,,Có
29028,S91.3,Vết thương hở tại phần khác của bàn chân,Tổn thương tại cổ chân và bàn chân,,,,,,,,,Có
29029,S91.7,Đa vết thương hở ở cẳng chân và bàn chân,Tổn thương tại cổ chân và bàn chân,,,,,,,,,Có
29030,R63.0,Chán ăn,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29031,R63.1,Chứng khát nước nhiều,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29032,R63.2,Chứng ăn nhiều,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29033,R63.3,Khó khăn khi cho ăn và quản lý kém,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29034,R63.4,Giảm cân bất thường,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29035,R63.5,Tăng cân bất thường,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29036,R63.6,Thực phẩm và nước đưa vào cơ thể không đủ do tự bỏ mặc (R63.6),Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29037,R63.8,Triệu chứng và dấu hiệu khác liên quan đến thức ăn và dịch đưa vào cơ thể,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29038,R64,Suy mòn,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29039,R65,Hội chứng đáp ứng viêm hệ thống,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29040,R65.0,Hội chứng đáp ứng viêm hệ thống do nhiễm trùng không có suy cơ quan,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29041,R65.1,Hội chứng đáp ứng viêm hệ thống do nhiễm trùng có suy cơ quan,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29042,R65.2,Hội chứng đáp ứng viêm hệ thống không do nhiễm trùng không có suy cơ quan,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29043,R65.3,Hội chứng đáp ứng viêm hệ thống không do nhiễm trùng có suy cơ quan,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29044,R65.9,"Hội chứng đáp ứng viêm hệ thống, không đặc hiệu",Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29045,R68,Triệu chứng và dấu hiệu toàn thể khác,Triệu chứng và dấu hiệu tổng quát,,,,,,,,,Có
29046,S42.90,"Gẫy xương của vòng ngực, phần không xác định, gãy kín",Vết thương vai và cánh tay,,,,,,,,,Có
29047,S42.91,"Gẫy xương của vòng ngực, phần không xác định, gãy hở",Vết thương vai và cánh tay,,,,,,,,,Có
29048,S43,"Sai khớp, bong gân và giãn khớp và dây chằng của vòng ngực",Vết thương vai và cánh tay,,,,,,,,,Có
29049,S43.0,Sai khớp vai,Vết thương vai và cánh tay,,,,,,,,,Có
29050,S43.1,Sai khớp mỏm cùng vai-đòn,Vết thương vai và cánh tay,,,,,,,,,Có
29051,S43.2,Sai khớp ức-đòn,Vết thương vai và cánh tay,,,,,,,,,Có
29052,S43.3,Sai khớp các phần không xác định và các phần khác của vòng ngực,Vết thương vai và cánh tay,,,,,,,,,Có
29053,S43.4,Bong gân và giãn khớp của vai,Vết thương vai và cánh tay,,,,,,,,,Có
29054,S43.5,Bong gân và giãn khớp mỏm cùng vai - đòn,Vết thương vai và cánh tay,,,,,,,,,Có
29055,S43.6,Bong gân và giãn khớp của các phần khác và không xác định của vòng ngực,Vết thương vai và cánh tay,,,,,,,,,Có
29056,S43.7,Bong gân và giãn khớp của các phần khác và không xác định của vòng ngực,Vết thương vai và cánh tay,,,,,,,,,Có
29057,S44,Vết thương dây thần kinh tại vai và cánh tay trên,Vết thương vai và cánh tay,,,,,,,,,Có
29058,S44.0,Vết thương dây thần kinh tại vai và cánh tay trên,Vết thương vai và cánh tay,,,,,,,,,Có
29059,S44.1,Vết thương dây thần kinh giữa tại cánh tay trên,Vết thương vai và cánh tay,,,,,,,,,Có
29060,S44.2,Vết thương dây thân kinh quay tại cánh tay trên,Vết thương vai và cánh tay,,,,,,,,,Có
29061,S44.3,Vết thương dây thần kinh hố nách,Vết thương vai và cánh tay,,,,,,,,,Có
29062,S44.4,Vết thương dây thần kinh cơ-da,Vết thương vai và cánh tay,,,,,,,,,Có
29063,S44.5,Vết thương dây thần kinh cảm giác-da tai vai và cánh tay trên,Vết thương vai và cánh tay,,,,,,,,,Có
29064,S44.7,Vết thương nhiều dây thần kinh tại vai và cánh tay trên,Vết thương vai và cánh tay,,,,,,,,,Có
29065,S44.8,Vết thương các dây thần kinh khác tại vai và cánh tay trên,Vết thương vai và cánh tay,,,,,,,,,Có
29066,S76.4,Tổn thương cơ khác và chưa xác định và gân tầm đùi,Tổn thương tại háng và đùi,,,,,,,,,Có
29067,S76.7,Tổn thương đa cơ và gân tầm háng và đùi,Tổn thương tại háng và đùi,,,,,,,,,Có
29068,S77,Crushing injury of hip and thigh,Tổn thương tại háng và đùi,,,,,,,,,Có
29069,S77.0,Crushing injury of hip,Tổn thương tại háng và đùi,,,,,,,,,Có
29070,S77.1,Crushing injury of thigh,Tổn thương tại háng và đùi,,,,,,,,,Có
29071,S77.2,Crushing injury of hip with thigh,Tổn thương tại háng và đùi,,,,,,,,,Có
29072,S78,Chấn thương cắt cụt ở háng và đùi,Tổn thương tại háng và đùi,,,,,,,,,Có
29073,S78.0,Chấn thương cắt cụt ở háng và đùi,Tổn thương tại háng và đùi,,,,,,,,,Có
29074,S78.1,Chấn thương cắt cụt tầm giữa háng và khớp gối,Tổn thương tại háng và đùi,,,,,,,,,Có
29075,S78.9,Chấn thương cắt cụt háng và đùi tầm chưa xác định,Tổn thương tại háng và đùi,,,,,,,,,Có
29076,S79,Tổn thương khác chưa xác định của háng và đùi,Tổn thương tại háng và đùi,,,,,,,,,Có
29077,S79.7,Đa tổn thương ở háng và đùi,Tổn thương tại háng và đùi,,,,,,,,,Có
29078,S79.8,Tổn thương khác xác định của háng và đùi,Tổn thương tại háng và đùi,,,,,,,,,Có
29079,S79.9,Tổn thương chưa xác định của háng và đùi,Tổn thương tại háng và đùi,,,,,,,,,Có
29080,S80,Tổn thương nông tại cẳng chân,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29081,S80.0,đụng giập tại đầu gối,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29082,S80.1,đụng giập tại phần khác và chưa xác định của cẳng chân,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29083,T22.2,"Bỏng độ hai của vai và chi trên, trừ cổ tay và bàn tay",Bỏng và ăn mòn,,,,,,,,,Có
29084,T22.3,"Bỏng độ ba của vai và chi trên, trừ cổ tay và bàn tay",Bỏng và ăn mòn,,,,,,,,,Có
29085,T22.4,"Ăn mòn độ chưa xác định của vai và chi trên, trừ cổ tay và bàn tay",Bỏng và ăn mòn,,,,,,,,,Có
29086,T22.5,"Ăn mòn độ một của vai và chi trên, trừ cổ tay và bàn tay",Bỏng và ăn mòn,,,,,,,,,Có
29087,T22.6,"Ăn mòn độ hai của vai và chi trên, trừ cổ tay và bàn tay",Bỏng và ăn mòn,,,,,,,,,Có
29088,T22.7,"Ăn mòn độ ba của vai và chi trên, trừ cổ tay và bàn tay",Bỏng và ăn mòn,,,,,,,,,Có
29089,T23,Bỏng và ăn mòn tại cổ tay và bàn tay,Bỏng và ăn mòn,,,,,,,,,Có
29090,T23.0,Bỏng độ chưa xác định của cổ tay và bàn tay,Bỏng và ăn mòn,,,,,,,,,Có
29091,V82.1,Hành khách xe điện bị thương khi va chạm với xe có động cơ trong tai nạn giao thông,Tai nạn,,,,,,,,,Có
29092,V82.2,Hành khách xe điện bị thương khi va chạm với hay bị đập bởi khối hàng hóa bị lăn,Tai nạn,,,,,,,,,Có
29093,V82.3,Hành khách xe điện bị thương khi va chạm với vật khác,Tai nạn,,,,,,,,,Có
29094,V82.4,Hành khách xe điện bị thương khi lên hay xuống xe,Tai nạn,,,,,,,,,Có
29095,V82.5,Hành khách xe điện bị thương do ngã trên xe điện,Tai nạn,,,,,,,,,Có
29096,V82.6,Hành khách xe điện bị thương khi ngã từ xe điện,Tai nạn,,,,,,,,,Có
29097,V82.7,Hành khách xe điện bị thương khi trật bánh mà không có va chạm trước đó,Tai nạn,,,,,,,,,Có
29098,V82.8,Hành khách xe điện bị thương trong tai nạn giao thông khác có biết đặc điểm,Tai nạn,,,,,,,,,Có
29099,V82.9,Hành khách xe điện bị thương trong tai nạn giao thông không biết rõ đặc điểm,Tai nạn,,,,,,,,,Có
29100,V83,Người đi xe sử dụng riêng biệt trong khuôn viên công nghiệp bị thương trong Tai nạn giao thông (Tai nạn xe cộ),Tai nạn,,,,,,,,,Có
29101,O72.0,Chảy máu thời kỳ sổ rau,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29102,O72.1,Chảy máu ngay sau lúc đẻ khác,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29103,O72.2,Chảy máu muộn và thứ phát sau đẻ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29104,O72.3,Thiếu hụt đông máu sau đẻ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29105,O73,Sót rau và màng rau không có chảy máu,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29106,O73.0,Sót rau không có chảy máu,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29107,O73.1,"Sót phần bánh rau và màng rau, không có chảy máu",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29108,O74,Biến chứng của gây mê trong chuyển dạ và trong đẻ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29109,O74.0,Viêm phổi do hít vì gây mê trong chuyển dạ và trong đẻ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29110,O74.1,"Biến chứng khác của phổi do gây mê trong chuyển dạ, trong đẻ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29111,O74.2,"Biến chứng tim của gây mê trong chuyển dạ, trong đẻ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29112,O74.3,"Biến chứng hệ thống thần kinh trung ương của gây mê trong chuyển dạ, trong đẻ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29113,O74.4,"Phản ứng độc của gây tê tại chỗ trong chuyển dạ, trong đẻ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29114,O74.5,"Đau đầu do gây tê tủy sống và ngoài màng cứng trong chuyển dạ, trong đẻ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29115,O74.6,"Biến chứng khác của gây tê tủy sống và gây tê ngoài màng cứng trong chuyển dạ, trong đẻ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29116,O74.7,"Không đặt được hay khó đặt nội khí quản trong chuyển dạ, trong đẻ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29117,O74.8,"Biến chứng khác của gây mê trong chuyển dạ, trong đẻ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29118,O74.9,"Biến chứng của gây mê trong chuyển dạ, trong đẻ, chưa xác định rõ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29119,O75,Biến chứng khác của chuyển dạ không xếp loại ở chỗ khác,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29120,O75.0,"Tình trạng nguy cấp của mẹ trong chuyển dạ, trong đẻ",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29121,O75.1,Sốc trong hay sau chuyển dạ và đẻ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29122,O75.2,"Sốt trong chuyển dạ, không phân loại nơi khác",Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29123,O75.3,Nhiễm khuẩn khác trong chuyển dạ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29124,O75.4,Biến chứng khác của phẩu thuật và thủ thuật sản khoa,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29125,O75.5,Đẻ muộn sau khi bấm ối,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29126,O75.6,Đẻ muộn sau khi vỡ ối tự nhiên hay chưa xác định rõ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29127,V88.5,Người bị thương trong va chạm giữa xe tải nặng và bus không phải do giao thông,Tai nạn,,,,,,,,,Có
29128,V88.6,Người bị thương trong va chạm giữa tầu hỏa hay phương tiện đi trên ray với ô tô không phải giao thông,Tai nạn,,,,,,,,,Có
29129,V88.7,Người bị thương trong va chạm giữa các xe có động cơ biết rõ đặc điểm khác không phải giao thông,Tai nạn,,,,,,,,,Có
29130,V88.8,"Người bị thương trong tai nạn giao thông biết rõ đặc điểm khác, không có va chạm, liên quan đến xe động cơ, không phải do giao thông",Tai nạn,,,,,,,,,Có
29131,V88.9,"Người bị thương trong tai nạn giao thông khác biết rõ đặc điểm (có va chạm) (không có va chạm) liên quan đến xe không động cơ, không phải do giao thông",Tai nạn,,,,,,,,,Có
29132,V89,Tai nạn xe có hay không có động cơ không biết loại xe,Tai nạn,,,,,,,,,Có
29133,V89.0,"Người bị thương trong tai nạn xe động cơ không biết rõ đặc điểm, không phải do giao thông",Tai nạn,,,,,,,,,Có
29134,V89.1,"Người bị thương trong tai nạn xe không có động cơ, không rõ đặc điểm, không phải do giao thông không phải do giao thông",Tai nạn,,,,,,,,,Có
29135,V89.2,"Người bị thương trong tai nạn xe có động cơ không biết rõ đặc điểm, giao thông",Tai nạn,,,,,,,,,Có
29136,V89.3,"Người bị thương trong tai nạn xe không động cơ không biết rõ đặc điểm, giao thông",Tai nạn,,,,,,,,,Có
29137,V89.9,Người bị thương trong Tai nạn giao thông không rõ đặc điểm,Tai nạn,,,,,,,,,Có
29138,V90,"Tai nạn đường thủy gây ngã xuống nước, ngập nước",Tai nạn,,,,,,,,,Có
29139,V91,Tai nạn phương tiện giao thông thủy gây thương tổn khác,Tai nạn,,,,,,,,,Có
29140,V92,Ngã và ngạt nước liên quan tới phương tiện giao thông đường thủy mà không có tai nạn do phương tiện gây ra,Tai nạn,,,,,,,,,Có
29141,V93,"Tai nạn trên phương tiện thủy không có tai nạn của phương tịên, không gây ngã xuống nước hay ngập nước",Tai nạn,,,,,,,,,Có
29142,V94,Các tai nạn giao thông không rõ đặc điểm khác,Tai nạn,,,,,,,,,Có
29143,V95,Tai nạn do phương tiện bay có động cơ gây tổn thương cho người đi,Tai nạn,,,,,,,,,Có
29144,V95.0,Tai nạn máy bay trực thăng làm bị thương người đi máy bay,Tai nạn,,,,,,,,,Có
29145,V95.1,Tai nạn tầu lượn hay có động cơ gây thương tích cho hành khách đi tàu,Tai nạn,,,,,,,,,Có
29146,V95.2,"Tai nạn của máy bay tư, cánh cố định khác, gây thương tổn người đi máy bay",Tai nạn,,,,,,,,,Có
29147,V95.3,"Tai nạn của máy bay thương mại cánh cố định, gây thương tổn cho người đi máy bay",Tai nạn,,,,,,,,,Có
29148,V95.4,Tai nạn tầu vũ trụ làm thương tổn người trên tầu,Tai nạn,,,,,,,,,Có
29149,V95.8,Tai nạn máy bay khác làm thương tổn người trên máy bay,Tai nạn,,,,,,,,,Có
29150,V95.9,Tai nạn máy bay khác không rõ đặc điểm làm thương tổn người trên máy bay,Tai nạn,,,,,,,,,Có
29151,V96,Tai nạn của phương tiện bay không động cơ làm bị thương người trên tầu,Tai nạn,,,,,,,,,Có
29152,V96.0,Tai nạn kinh khí cầu tổn thương người đi trên đó,Tai nạn,,,,,,,,,Có
29153,V96.1,Tai nạn tầu lượn treo tổn thương người đi trên đó,Tai nạn,,,,,,,,,Có
29154,V96.2,Tai nạn tầu lượn (không động cơ) tổn thương người đi trên đó,Tai nạn,,,,,,,,,Có
29155,V96.8,"Các tai nạn phương tiện bay không động cơ khác, thương tổn người đi trên đó",Tai nạn,,,,,,,,,Có
29156,V96.9,Tai nạn không rõ đặc điểm của phương tiện động cơ gây thương tổn người đi trên đó,Tai nạn,,,,,,,,,Có
29157,V97,Các tai nạn do phương tịên bay đặc biệt khác,Tai nạn,,,,,,,,,Có
29158,V97.0,Người ở trên phương tiện bay bị thương trong tai nạn hàng không đặc biệt khác,Tai nạn,,,,,,,,,Có
29159,V97.1,Người bị thương khi lên xuống máy bay,Tai nạn,,,,,,,,,Có
29160,Q38.5,"Các dị tật bẩm sinh của vòm miệng, không phân loại ở mục khác",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29161,Q38.6,Các dị tật bẩm sinh khác của miệng,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29162,Q38.7,Túi họng,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29163,Q17.9,Dị tật bẩm sinh tai không đặc hiệu,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29164,Q18,Các dị tật bẩm sinh khác của mặt và cổ,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29165,Q18.0,"Tạo xoang, lỗ rò và nang nứt kẽ mang","Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29166,Q18.1,Xoang và mang trước tai,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29167,Q18.2,Dị tật khe hở mang khác,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29168,Q18.3,Màng da cổ,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29169,Q18.4,Tật mồm rộng,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29170,Q18.5,Tật mồm nhỏ,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29171,Q18.6,Môi to,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29172,Q18.7,Môi nhỏ,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29173,Q18.8,Các dị tật bẩm sinh đặc hiệu khác ở mặt và cổ,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29174,Q18.9,"Dị tật bẩm sinh ở mặt và cổ, không đặc hiệu","Các dị tật bẩm sinh ở mắt, tai, mặt và cổ",,,,,,,,,Có
29175,Q20,Các dị tật bẩm sinh của các buồng tim và bộ phận nối,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29176,Q20.0,Thân động mạch chung,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29177,Q20.1,Thất phải hai đường ra,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29178,Q20.2,Thất trái hai đường ra,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29179,Q20.3,Phần nối thất - động mạch không phù hợp,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29180,Q20.4,Thất hai đường vào,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29181,Q20.5,Phần nối nhĩ - thất không phù hợp,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29182,Q20.6,Đồng phân của tiểu nhĩ,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29183,Q20.8,Các dị tật bẩm sinh khác của các buồng tim và phần nối,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29184,Q20.9,"Dị tật bẩm sinh của các buồng tim và các phần nối, không đặc hiệu",Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29185,Q21,Các dị tật bẩm sinh của vách tim,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29186,Q21.0,Thông liên thất,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29187,Q21.1,Thông liên nhĩ,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29188,Q21.2,Thông vách nhĩ thất,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29189,Q21.3,Tứ chứng Fallot,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29190,Q21.4,Thông vách động mạch chủ - phổi,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29191,Q21.8,Những dị tật bẩm sinh khác của vách tim,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29192,Q21.9,"Những dị tật bẩm sinh khác của vách tim, không đặc hiệu",Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29193,Q22,Các dị tật bẩm sinh của van ba lá và động mạch phổi,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29194,Q22.0,Teo van động mạch phổi,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29195,Q22.1,Hẹp van động mạch phổi bẩm sinh,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29196,Q22.2,Hở van động mạch phổi bẩm sinh,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29197,Q22.3,Các dị tật bẩm sinh khác của van động mạch phổi,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29198,Q22.4,Hẹp van ba lá bẩm sinh,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29199,Q22.5,Dị tật Ebstein,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29200,Q22.6,Hội chứng tim phải thiểu sản,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29201,Q22.8,Các dị tật bẩm sinh khác của van ba lá,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29202,Q22.9,"Dị tật bẩm sinh van ba lá, không đặc hiệu",Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29203,Q23,Các dị tật bẩm sinh của van hai lá và động mạch chủ,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29204,Q23.0,Hẹp van động mạch chủ bẩm sinh,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29205,Q23.1,Hở van động mạch chủ bẩm sinh,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29206,Q23.2,Hẹp van hai lá bẩm sinh,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29207,Q23.3,Hở van hai lá bẩm sinh,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29208,Q23.4,Hội chứng tim trái thiểu sản,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29209,Q23.8,Các dị tật bẩm sinh khác của van hai lá và động mạch chủ,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29210,Q23.9,"Dị tật bẩm sinh của van hai lá và động mạch chủ, không đặc hiệu",Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29211,Q24,Các dị tật bẩm sinh khác của tim,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29212,Q24.0,Tim sang phải,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29213,Q24.1,Tim bên trái,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29214,Q24.2,Nhĩ ba buồng,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29215,Q24.3,Hẹp phễu động mạch phổi,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29216,Q24.4,Hẹp dưới van động mạch chủ bẩm sinh,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29217,Q24.5,Dị tật của mạch vành,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29218,Q24.6,Nghẽn tim bẩm sinh,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29219,Q24.8,Các dị tật bẩm sinh đặc hiệu khác của tim,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29220,Q24.9,"Các dị tật bẩm sinh của tim, không đặc hiệu",Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
