,,,,,,,,,,,,
DANH SÁCH BỆNH THEO DANH MỤC ICD,,,,,,,,,,,,
Ngày 19 tháng 08 năm 2021,,,,,,,,,,,,
,,,,,,,,,,,,
STT,Mã,Tên bệnh ,Nhóm bệnh,Mãn tính,Bệnh của,Thường gập,Bệnh năm,Không BH,Ngoài DS,Chuyên khoa,Mô tả,Hiệu lực
29221,Q25,Các dị tật bẩm sinh của các động mạch lớn,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29222,Q25.0,Còn ống động mạch,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29223,Q25.1,Hẹp eo động mạch chủ,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29224,Q25.2,Teo động mạch chủ,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29225,Q25.3,Hẹp động mạch chủ,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29226,Q25.4,Các dị tật bẩm sinh khác của động mạch chủ,Các dị tật bẩm sinh của hệ thống tuần hoàn,,,,,,,,,Có
29227,S80.7,Đa tổn thương nông tại cẳng chân,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29228,S80.8,Tổn thương nông khác tại cẳng chân,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29229,S80.9,Tổn thương nông tại cẳng chân chưa xác định,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29230,S81,Vết thương hở tại cẳng chân,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29231,S81.0,Vết thương hở đầu gối,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29232,S81.7,Đa vết thương hở chi dưới,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29233,S81.8,Vết thương hở phần khác của chi dưới,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29234,S81.9,"Vết thương hở chi dưới, phần không xác định",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29235,S82,"Gẫy xương cẳng chân, bao gồm cổ chân",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29236,S82.0,Gẫy xương bánh chè,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29237,S82.00,"Gẫy xương bánh chè, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29238,S82.01,"Gẫy xương bánh chè, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29239,S82.1,Gẫy đầu trên của xương chày,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29240,S82.10,"Gẫy đầu trên của xương chày, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29241,S82.11,"Gẫy đầu trên của xương chày, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29242,S82.2,Gẫy thân xương chày,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29243,S82.20,"Gẫy thân xương chày, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29244,S82.21,"Gẫy thân xương chày, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29245,S82.3,Gẫy xương đầu dưới xương chày,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29246,S82.30,"Gẫy xương đầu dưới xương chày, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29247,S82.31,"Gẫy xương đầu dưới xương chày, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29248,S82.4,Gẫy xương đơn thuần xương mác,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29249,S82.40,"Gẫy xương đơn thuần xương mác, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29250,S82.41,"Gẫy xương đơn thuần xương mác, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29251,S82.5,Gẫy xương giữa mắt cá chân,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29252,S82.50,"Gẫy xương giữa mắt cá chân, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29253,S82.51,"Gẫy xương giữa mắt cá chân, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29254,S82.6,Gẫy xương bên mắt cá chân,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29255,S82.60,"Gẫy xương bên mắt cá chân, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29256,S82.61,"Gẫy xương bên mắt cá chân, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29257,S82.7,Gẫy xương tại cẳng chân,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29258,S82.70,"Gẫy xương tại cẳng chân, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29259,S82.71,"Gẫy xương tại cẳng chân, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29260,S82.8,Gẫy xương khác của cẳng chân,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29261,S82.80,"Gẫy xương khác của cẳng chân, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29262,S82.81,"Gẫy xương khác của cẳng chân, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29263,S82.9,"Gẫy xương cẳng chân, phần chưa xác định",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29264,S82.90,"Gẫy xương cẳng chân, phần chưa xác định, gãy kín",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29265,S82.91,"Gẫy xương cẳng chân, phần chưa xác định, gãy hở",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29266,S83,"Sai khớp, bong gân và căng cơ khớp và dây chằng đầu gối",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29267,S83.0,Sai khớp xương bánh chè,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29268,S83.1,Sai khớp gối,Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29269,S83.2,"Vết rách sụn chêm, hiện tại",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29270,S83.3,"Rách khớp sụn đầu gối, hiện tại",Tổn thương tại đầu gối và cẳng chân,,,,,,,,,Có
29271,X47,Tai nạn ngộ độc bởi và phơi nhiễm các khí và hơi khác,Tai nạn,,,,,,,,,Có
29272,X48,Tai nạn ngộ độc bởi và phơi nhiễm chất diệt xúc vật có hại,Tai nạn,,,,,,,,,Có
29273,X49,Tai nạn ngộ độc bởi và phơi nhiễm các chất hóa học và chất có hại khác không rõ đặc điểm,Tai nạn,,,,,,,,,Có
29274,X50,"Cố gắng quá mức, và những động tác nặng nhọc hoặc lặp đi lặp lại",Tai nạn,,,,,,,,,Có
29275,X51,Du lịch và vận động,Tai nạn,,,,,,,,,Có
29276,X52,Ở lâu trong môi trường không trọng lượng,Tai nạn,,,,,,,,,Có
29277,X53,Thiếu thức ăn,Tai nạn,,,,,,,,,Có
29278,X54,Thiếu nước,Tai nạn,,,,,,,,,Có
29279,X57,Thiếu thốn không rõ đặc điểm,Tai nạn,,,,,,,,,Có
29280,X58,Phơi nhiễm các yếu tố khác có biết đặc điểm,Tai nạn,,,,,,,,,Có
29281,X59,Phơi nhiễm các yếu tố không rõ đặc điểm,Tai nạn,,,,,,,,,Có
29282,X59.0,Phơi nhiễm với yếu tố không rõ đặc điểm gây gẫy xương,Tai nạn,,,,,,,,,Có
29283,X59.9,Phơi nhiễm với yếu tố không rõ đặc điểm và tổn thương không xác định,Tai nạn,,,,,,,,,Có
29284,O75.7,Đẻ đường dưới sau mổ lấy thai cũ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29285,O75.8,Biến chứng chỉ rõ khác của chuyển dạ và đẻ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29286,O75.9,Biến chứng của chuyển dạ và đẻ chưa xác định rõ,Biến chứng của chuyển dạ và đẻ,,,,,,,,,Có
29287,O80,Đẻ thường một thai,Cuộc đẻ,,,,,,,,,Có
29288,O80.0,Đẻ thường ngôi đầu,Cuộc đẻ,,,,,,,,,Có
29289,O80.1,Đẻ thường ngôi mông,Cuộc đẻ,,,,,,,,,Có
29290,O80.8,Đẻ thường một thai khác,Cuộc đẻ,,,,,,,,,Có
29291,O80.9,Đẻ thường một thai chưa xác định rõ,Cuộc đẻ,,,,,,,,,Có
29292,O81,Đẻ một thai bằng forcep hay giác hút,Cuộc đẻ,,,,,,,,,Có
29293,O81.0,Đặt forcep thấp,Cuộc đẻ,,,,,,,,,Có
29294,O81.1,Đặt forcep trung bình,Cuộc đẻ,,,,,,,,,Có
29295,O81.2,Đặt forcep trung bình có quay,Cuộc đẻ,,,,,,,,,Có
29296,O81.3,Đặt forcep khác chưa xác định rõ,Cuộc đẻ,,,,,,,,,Có
29297,O81.4,Đặt giác hút,Cuộc đẻ,,,,,,,,,Có
29298,O81.5,Đặt phối hợp cả forcep và giác hút,Cuộc đẻ,,,,,,,,,Có
29299,O82,Mổ lấy thai cho một thai,Cuộc đẻ,,,,,,,,,Có
29300,O82.0,Mổ lấy thai chủ động,Cuộc đẻ,,,,,,,,,Có
29301,O82.1,Mổ lấy thai cấp cứu,Cuộc đẻ,,,,,,,,,Có
29302,O82.2,"Mổ lấy thai, tiếp theo cắt tử cung",Cuộc đẻ,,,,,,,,,Có
29303,O82.8,Mổ lấy thai khác cho một thai,Cuộc đẻ,,,,,,,,,Có
29304,O82.9,Mổ lấy thai chưa xác định rõ,Cuộc đẻ,,,,,,,,,Có
29305,O83,Đẻ một thai với thủ thuật khác,Cuộc đẻ,,,,,,,,,Có
29306,O83.0,Kéo thai trong ngôi mông,Cuộc đẻ,,,,,,,,,Có
29307,O83.1,Thủ thuật khác trong ngôi mông,Cuộc đẻ,,,,,,,,,Có
29308,O83.2,Đẻ nhờ thủ thuật khác bằng tay,Cuộc đẻ,,,,,,,,,Có
29309,O83.3,Đẻ thai sống trong chửa trong ổ bụng,Cuộc đẻ,,,,,,,,,Có
29310,O83.4,Các thủ thuật hủy thai,Cuộc đẻ,,,,,,,,,Có
29311,O83.8,Các thủ thuật chỉ rõ khác trong đẻ một thai,Cuộc đẻ,,,,,,,,,Có
29312,O83.9,Các thủ thuật chưa xác định rõ khác trong đẻ một thai,Cuộc đẻ,,,,,,,,,Có
29313,O84,Đẻ nhiều thai,Cuộc đẻ,,,,,,,,,Có
29314,O84.0,Đẻ nhiều thai hoàn toàn tự nhiên,Cuộc đẻ,,,,,,,,,Có
29315,Q52.8,Các dị tật bẩm sinh đặc hiệu khác của cơ quan sinh dục nữ,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29316,Q52.9,Dị tật bẩm sinh của cơ quan sinh dục nữ không đặc hiệu,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29317,Q53,Tinh hoàn lạc chỗ,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29318,Q53.0,Tinh hoàn ẩn,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29319,Q53.1,Tinh hoàn chưa xuống bìu một bên,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29320,Q53.2,Tinh hoàn chưa xuống bìu hai bên,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29321,Q53.9,"Tinh hoàn chưa xuống bìu, không đặc hiệu",Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29322,Q54,Lỗ đái lệnh thấp,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29323,Q54.0,Lỗ đái thấp thể quy đầu,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29324,Q54.1,Lỗ đái lệch thấp thể dương vật,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29325,Q54.2,Lỗ đái lệch thấp thể dương vật - bìu,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29326,Q54.3,Lỗ đái lệch thấp ở tầng sinh môn,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29327,Q54.4,Cong dương vật bẩm sinh,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29328,Q54.8,Các thể lỗ đái lệch thấp khác,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29329,Q54.9,Lỗ đái lệch thấp không đặc hiệu,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29330,Q55,Các dị tật bẩm sinh khác của cơ quan sinh dục nam,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29331,Q55.0,Không có hoặc bất sản tinh hoàn,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29332,Q55.1,Giảm sản tinh hoàn và bìu,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29333,Q55.2,Các dị tật bẩm sinh khác của tinh hoàn và bìu,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29334,Q55.3,Teo ống dẫn tinh,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29335,Q55.4,"Các dị tật bẩm sinh khác của ống dẫn tinh, mào tinh, túi tinh và tuyến tiền liệt",Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29336,Q55.5,Thiếu và bất sản dương vật bẩm sinh,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29337,Q55.6,Dị tật bẩm sinh khác của dương vật,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29338,Q55.8,Dị tật bẩm sinh đặc hiệu khác của cơ quan sinh dục nam,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29339,Q55.9,Dị tật bẩm sinh của cơ quan sinh dục nam không đặc hiệu,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29340,Q56,Không xác định giới tính và hội chứng giả lưỡng giới,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29341,Q56.0,"Hội chứng lưỡng giới, không phân loại nơi khác",Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29342,Q56.1,"Hội chứng lưỡng giới giả nam, không phân loại nơi khác",Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29343,Q56.2,Hội chứng lưỡng giới giả nữ không phân loại ở chỗ khác,Dị tật bẩm sinh của cơ quan sinh dục,,,,,,,,,Có
29344,Q38.8,Các dị tật bẩm sinh khác của họng,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29345,Q39,Các dị tật bẩm sinh của thực quản,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29346,Q39.0,Teo thực quản không có đường rò,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29347,Q39.1,Teo thực quản có đường rò thực quản - khí quản,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29348,Q39.2,"Đường rò thực quản - khí quản bẩm sinh, không có, teo thực quản",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29349,Q39.3,Hẹp và hẹp khít thực quản bẩm sinh,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29350,Q39.4,Màng ngăn thực quản,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29351,Q39.5,Dãn thực quản bẩm sinh,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29352,Q39.6,Túi thừa thực quản,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29353,Q39.8,Các dị tật bẩm sinh khác của thực quản,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29354,Q39.9,"Dị tật bẩm sinh của thực quản, không đặc hiệu",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29355,Q40,Các dị tật bẩm sinh khác của đường tiêu hóa trên,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29356,Q40.0,Hẹp phù đại môn vị bẩm sinh,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29357,Q40.1,Thoát vị khe thực quản bẩm sinh,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29358,Q40.2,Các dị tật bẩm sinh đặc hiệu khác của dạ dày,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29359,Q40.3,Dị tật bẩm sinh của dạ dày không đặc hiệu,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29360,Q40.8,Các dị tật bẩm sinh đặc hiệu khác của đường tiêu hóa trên,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29361,Q40.9,Dị tật bẩm sinh không đặc hiệu của đường tiêu hóa trên,Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29362,Q41,"Không có, teo và hẹp bẩm sinh tiểu tràng",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29363,Q41.0,"Không có, teo và hẹp hành tá tràng bẩm sinh",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29364,Q41.1,"Không có, teo và hẹp hỗng tràng bẩm sinh",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29365,Q41.2,"Không có, teo và hẹp hồi tràng bẩm sinh",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29366,Q41.8,"Không có, teo và hẹp mọt phần tiểu tràng xác định khác bẩm sinh",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29367,Q41.9,"Không có, teo và hẹp tiểu tràng phần không đặc hiệu",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29368,Q42,"Không có, teo và hẹp bẩm sinh đại tràng",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29369,Q42.0,"Không có, teo và hẹp bẩm sinh trực tràng có đường rò",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29370,Q42.1,"Không có, teo và hẹp bẩm sinh trực tràng không có đường rò",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29371,Q42.2,"Không có, teo và hẹp bẩm sinh hậu môn có đường rò",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29372,Q42.3,"Không có, teo và hẹp bẩm sinh hậu môn không có đường rò",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29373,Q42.8,"Không có, teo và hẹp bẩm sinh các phần khác của đại tràng",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
29374,Q42.9,"Không có, teo và hẹp bẩm sinh đại tràng, phần không đặc hiệu",Các dị tật bẩm sinh khác của hệ tiêu hóa,,,,,,,,,Có
